old_url,old_title,old_http,old_text_chars,old_images,old_tables,old_table_rows,old_iframes,old_links,new_url,new_http,new_text_chars,new_images,new_tables,new_table_rows,status,match_confidence,text_delta_pct,evidence_screenshot,notes
https://www.rdca.com/copy-of-policies,Contacts | Rdca,200,1888,61,0,0,0,117,https://rdca-sportsweb-version2.vercel.app/contact.html,200,2144,21,0,0,PARTIAL,medium,14,www_rdca_com_copy_of_policies.png,Titled 'Contacts' despite the URL. Split across /contact.html and /committees.html.
https://www.rdca.com/copy-of-rep-team-girls,Rep Team U14 Girls | Rdca,200,1300,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/placeholder.html,200,1479,21,0,0,MISSING,high,14,www_rdca_com_copy_of_rep_team_girls.png,U14 Girls rep line-up. Deferred to old site via placeholder.
https://www.rdca.com/copy-of-rep-team-u12-boys,Rep Team U13 Boys | Rdca,200,612,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/placeholder.html,200,1479,21,0,0,MISSING,high,142,www_rdca_com_copy_of_rep_team_u12_boys.png,U13 Boys rep line-up. Deferred to old site via placeholder.
https://www.rdca.com/copy-of-rep-team-u16-girls,Rep Team U18 Girls | Rdca,200,644,54,0,0,0,104,,,0,0,0,0,MISSING,high,-100,www_rdca_com_copy_of_rep_team_u16_girls.png,U18 Girls rep line-up. NOT referenced by any placeholder variant either - wholly absent from the new site.
https://www.rdca.com/girls-comp,Girls Comp | Rdca,200,798,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/womens.html,200,2763,24,0,0,PARTIAL,medium,246,www_rdca_com_girls_comp.png,Girls competition detail folded into /womens.html.
https://www.rdca.com/good-sports-policy,Good Sports Policy | Rdca,200,5404,62,0,0,0,109,,,0,0,0,0,MISSING,high,-100,www_rdca_com_good_sports_policy.png,"5,404 chars of Good Sports policy. No corresponding route on the new site."
https://www.rdca.com/hall-of-fame,Hall of Fame | Rdca,200,663,82,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/hall-of-fame.html,200,2161,25,0,0,PARTIAL,high,226,www_rdca_com_hall_of_fame.png,Old page carries 28 inductee images; new page has 0 tables and no inductee imagery.
https://www.rdca.com/honour-board,Honour Board | Rdca,200,625,54,0,0,1,104,https://rdca-sportsweb-version2.vercel.app/honour-board.html,200,2600,21,1,12,PARTIAL,high,316,www_rdca_com_honour_board.png,Old embeds honours.rdca.com?ID=honor: 6 tables / 204 rows of Board of Management history. New page shows a 12-row life-members table instead.
https://www.rdca.com/honours-life-members,Life Members | Rdca,200,2815,54,1,80,0,181,https://rdca-sportsweb-version2.vercel.app/honours.html,200,2433,21,1,12,PARTIAL,high,-14,www_rdca_com_honours_life_members.png,Old table has 80 rows of life members; new site carries 11.
https://www.rdca.com/info,Info | Rdca,200,757,55,0,0,0,111,https://rdca-sportsweb-version2.vercel.app/documents.html,200,1863,21,0,0,NEEDS-HUMAN-DECISION,low,146,www_rdca_com_info.png,Generic 757-char 'Info' page. Purpose unclear; client to confirm whether it retires.
https://www.rdca.com/junior-committee,Junior Committee | Rdca,200,1227,63,0,0,0,120,https://rdca-sportsweb-version2.vercel.app/committees.html,200,3365,35,0,0,PARTIAL,high,174,www_rdca_com_junior_committee.png,Committee members + photos; new /committees.html is consolidated and drops per-committee imagery.
https://www.rdca.com/junior-rep-girls,Rep Team U12 Girls | Rdca,200,1321,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/placeholder.html,200,1479,21,0,0,MISSING,high,12,www_rdca_com_junior_rep_girls.png,U12 Girls rep line-up. Deferred to old site via placeholder.
https://www.rdca.com/junior-state-rep-players,State Rep Players | Rdca,200,861,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/rep-cricket.html,200,3521,21,0,0,PARTIAL,medium,309,www_rdca_com_junior_state_rep_players.png,State rep players list folded into /rep-cricket.html.
https://www.rdca.com/juniors-all-abilities-comp,All Abilities Comp | Rdca,200,809,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/juniors.html,200,3191,24,0,0,PARTIAL,medium,294,www_rdca_com_juniors_all_abilities_comp.png,All Abilities competition detail folded into /juniors.html.
https://www.rdca.com/juniors-annual-reports,Juniors Annual Reports | Rdca,200,1020,92,0,0,0,180,,,0,0,0,0,MISSING,high,-100,www_rdca_com_juniors_annual_reports.png,92 images / 180 links of junior annual reports. No annual-reports route exists on the new site.
https://www.rdca.com/juniors-code-of-conduct,Code of Conduct | Rdca,200,3768,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/documents.html,200,1863,21,0,0,PARTIAL,high,-51,www_rdca_com_juniors_code_of_conduct.png,"3,768 chars of junior code of conduct. New site links a newly-authored 4.6KB substitute PDF, not this text."
https://www.rdca.com/juniors-documents,Junior Documents | Rdca,200,1170,72,0,0,0,141,https://rdca-sportsweb-version2.vercel.app/documents.html,200,1863,21,0,0,PARTIAL,high,59,www_rdca_com_juniors_documents.png,Junior documents index (72 imgs / 141 links). Documents still hot-linked to Wix.
https://www.rdca.com/juniors-under-12s,Rep Team U12 Boys | Rdca,200,612,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/placeholder.html,200,1479,21,0,0,MISSING,high,142,www_rdca_com_juniors_under_12s.png,U12 Boys rep line-up. Deferred to old site via placeholder.
https://www.rdca.com/juniors-under-14s,Rep Team U14 Boys | Rdca,200,612,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/placeholder.html,200,1479,21,0,0,MISSING,high,142,www_rdca_com_juniors_under_14s.png,U14 Boys rep line-up. Deferred to old site via placeholder.
https://www.rdca.com/juniors-under-16s,Rep Team U16 Boys | Rdca,200,612,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/placeholder.html,200,1479,21,0,0,MISSING,high,142,www_rdca_com_juniors_under_16s.png,U16 Boys rep line-up. Deferred to old site via placeholder.
https://www.rdca.com/juniors-under-18s,Rep Team U17 Boys | Rdca,200,612,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/placeholder.html,200,1479,21,0,0,MISSING,high,142,www_rdca_com_juniors_under_18s.png,U17 Boys rep line-up. Deferred to old site via placeholder.
https://www.rdca.com/mycricket-database,MyCricket Database | Rdca,200,1689,54,0,0,0,129,https://rdca-sportsweb-version2.vercel.app/competition.html,200,4801,23,0,0,PARTIAL,medium,184,www_rdca_com_mycricket_database.png,MyCricket integration guidance; new site points at PlayHQ. Confirm MyCricket is genuinely retired.
https://www.rdca.com/photos,Photos | Rdca,200,735,59,0,0,0,115,https://rdca-sportsweb-version2.vercel.app/photos.html,200,2623,38,0,0,PARTIAL,medium,257,www_rdca_com_photos.png,Old gallery index vs new curated albums; photo sets not verified as carried across.
https://www.rdca.com/post/celebration-wine-available-100-years-for-the-rdca,Celebration Wine available 100 years for the RDCA,200,1048,58,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,29,www_rdca_com_post_celebration_wine_available_100_years_for_the_rdca.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/check-out-saxon-s-online-store,Check out Saxon's online Store,200,1030,58,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,31,www_rdca_com_post_check_out_saxon_s_online_store.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/covid-safe-help-is-here,Covid safe help is here,200,1150,58,0,0,0,113,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,18,www_rdca_com_post_covid_safe_help_is_here.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/exciting-news,"Exciting News,",200,1215,58,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,11,www_rdca_com_post_exciting_news.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/junior-trophy-collection,Junior Trophy Collection,200,945,58,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,43,www_rdca_com_post_junior_trophy_collection.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/more-covid-products-70-alcohol-wipes,More Covid products - 70% Alcohol wipes,200,1368,60,0,0,0,113,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,-1,www_rdca_com_post_more_covid_products_70_alcohol_wipes.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/rdca-saxon-sports-supporting-the-mukti-australia-cricket-project,RDCA & SAXON SPORTS supporting the Mukti Australia Cricket Project,200,1402,59,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,-3,www_rdca_com_post_rdca_saxon_sports_supporting_the_mukti_australia_cricket_project.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/ringwood-district-cricket-association,Ringwood & District Cricket Association Merger with Yarra Valley CA - Special Meeting,200,1864,59,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,-27,www_rdca_com_post_ringwood_district_cricket_association.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/thank-you-craig-from-trackon,Thank you Craig from Trackon.,200,1349,60,0,0,0,113,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,0,www_rdca_com_post_thank_you_craig_from_trackon.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/thank-you-mandy,Thank you Mandy,200,1015,58,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,33,www_rdca_com_post_thank_you_mandy.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/umpires-wanted,Umpires wanted,200,1580,59,0,0,0,114,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,-14,www_rdca_com_post_umpires_wanted.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/welcome-to-new-sponsor-all-weather-mini-diggers-great-to-have-you-on-board-for-20-21,"Welcome to new sponsor All Weather Mini Diggers, great to have you on board for 20/21",200,1017,58,0,0,0,112,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,33,www_rdca_com_post_welcome_to_new_sponsor_all_weather_mini_diggers_great_to_have_you_on_boa.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/post/who-wants-to-be-on-a-magazine-cover,Who wants to be on a Magazine Cover,200,1610,60,0,0,0,113,https://rdca-sportsweb-version2.vercel.app/article.html,200,1354,21,0,0,MISSING,high,-16,www_rdca_com_post_who_wants_to_be_on_a_magazine_cover.png,Blog post. The new site carries 4 unrelated article records; none of the 13 original posts are reproduced.
https://www.rdca.com/premiers,Premiers | Rdca,200,621,54,0,0,1,104,,,0,0,0,0,MISSING,high,-100,www_rdca_com_premiers.png,"Embeds honours.rdca.com?ID=premiers, the root of 129 per-grade premiership record pages. Nothing equivalent on the new site; new premiers data is flagged sample:true with EMPTY club names."
https://www.rdca.com/privacy-policy,Privacy Policy | Rdca,200,2224,54,0,0,0,104,,,0,0,0,0,MISSING,high,-100,www_rdca_com_privacy_policy.png,"2,224-char privacy policy. No privacy route on the new site - a legal/compliance gap."
https://www.rdca.com/rdca-clubs,Clubs | Rdca,200,7714,95,0,0,41,205,https://rdca-sportsweb-version2.vercel.app/clubs.html,200,2247,58,0,0,PARTIAL,high,-71,www_rdca_com_rdca_clubs.png,"Old: 7,714 chars, 39 club images, 41 Google Maps embeds, club contacts. New: 2,247 chars, no maps, and clubs[] carries no email/contact/website for any of the 38 clubs."
https://www.rdca.com/records,Records | Rdca,200,698,57,0,0,0,105,https://rdca-sportsweb-version2.vercel.app/honours.html,200,2433,21,1,12,MISSING,high,249,www_rdca_com_records.png,Association records. No equivalent records content on the new site.
https://www.rdca.com/rep-cricket-seniors,Teams & Information | Rdca,200,727,54,0,0,0,108,https://rdca-sportsweb-version2.vercel.app/rep-cricket.html,200,3521,21,0,0,PARTIAL,medium,384,www_rdca_com_rep_cricket_seniors.png,Teams & information folded into /rep-cricket.html.
https://www.rdca.com/senior-committee,Senior Committee | Rdca,200,1089,62,0,0,0,108,https://rdca-sportsweb-version2.vercel.app/committees.html,200,3365,35,0,0,PARTIAL,high,209,www_rdca_com_senior_committee.png,Committee members + 9 photos; consolidated without imagery.
https://www.rdca.com/seniors-all-abilities-comp,All Abilities Comp | Rdca,200,646,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/seniors.html,200,2853,24,0,0,PARTIAL,medium,342,www_rdca_com_seniors_all_abilities_comp.png,Folded into /seniors.html.
https://www.rdca.com/seniors-annual-reports,Seniors Annual Reports | Rdca,200,2263,178,0,0,0,352,,,0,0,0,0,MISSING,high,-100,www_rdca_com_seniors_annual_reports.png,178 images / 352 links - the largest asset set on the old site. No annual-reports route exists.
https://www.rdca.com/seniors-code-of-conduct,Code of Conduct | Rdca,200,2385,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/documents.html,200,1863,21,0,0,PARTIAL,high,-22,www_rdca_com_seniors_code_of_conduct.png,"2,385 chars. Superseded by a newly-authored substitute PDF."
https://www.rdca.com/seniors-documents,Seniors Documents | Rdca,200,1443,80,0,0,0,157,https://rdca-sportsweb-version2.vercel.app/documents.html,200,1863,21,0,0,PARTIAL,high,29,www_rdca_com_seniors_documents.png,Seniors documents index (80 imgs / 157 links). Documents still hot-linked to Wix.
https://www.rdca.com/seniors-inter-association,Seniors Inter-Association | Rdca,200,1143,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/rep-cricket.html,200,3521,21,0,0,PARTIAL,medium,208,www_rdca_com_seniors_inter_association.png,Inter-association detail folded into /rep-cricket.html.
https://www.rdca.com/seniors-under-21s,Seniors Under 21's | Rdca,200,1425,54,0,0,0,108,https://rdca-sportsweb-version2.vercel.app/seniors.html,200,2853,24,0,0,PARTIAL,medium,100,www_rdca_com_seniors_under_21s.png,U21 competition detail folded into /seniors.html.
https://www.rdca.com/seniors-womens-comp,Womens Comp | Rdca,200,632,55,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/womens.html,200,2763,24,0,0,PARTIAL,medium,337,www_rdca_com_seniors_womens_comp.png,Folded into /womens.html.
https://www.rdca.com/social-media-policy,Social Media Policy | Rdca,200,4993,54,0,0,0,104,,,0,0,0,0,MISSING,high,-100,www_rdca_com_social_media_policy.png,"4,993-char social media policy. No corresponding route - a governance gap."
https://www.rdca.com/sponsorship,Sponsorship | Rdca,200,18366,82,0,0,0,151,https://rdca-sportsweb-version2.vercel.app/sponsors.html,200,5268,46,0,0,PARTIAL,high,-71,www_rdca_com_sponsorship.png,"Old page is the single largest on the site (18,366 chars) with 28 sponsor images. New /sponsors.html is 5,268 chars - roughly 71% of the sponsorship prospectus text is absent."
https://www.rdca.com/suspended-players,Suspended Players | Rdca,200,658,54,1,1,0,104,,,0,0,0,0,MISSING,high,-100,www_rdca_com_suspended_players.png,Suspended players table. No equivalent on the new site - an operational/compliance gap.
https://www.rdca.com/tables-for-pages,Tables for pages | Rdca,200,749,115,3,13,2,129,,,0,0,0,0,OBSOLETE-CANDIDATE,high,-100,www_rdca_com_tables_for_pages.png,"Internal Wix scratch/staging page (3 tables, 33 images, socialstream widget). Almost certainly not for migration - confirm."
https://www.rdca.com/training,Training | Rdca,200,950,68,0,0,0,128,https://rdca-sportsweb-version2.vercel.app/umpire-training.html,200,1915,21,0,0,COMPLETE,medium,102,www_rdca_com_training.png,"950 -> 1,915 chars. Superset."
https://www.rdca.com/umpires-committee,Umpires Committee | Rdca,200,1031,64,0,0,0,111,https://rdca-sportsweb-version2.vercel.app/committees.html,200,3365,35,0,0,PARTIAL,high,226,www_rdca_com_umpires_committee.png,Committee + 11 photos consolidated without imagery.
https://www.rdca.com/umpires-documents,Documents | Rdca,200,981,64,0,0,0,124,https://rdca-sportsweb-version2.vercel.app/umpire-documents.html,200,1763,21,0,0,PARTIAL,high,80,www_rdca_com_umpires_documents.png,Documents still hot-linked to Wix.
https://www.rdca.com/umpires-life-members,Life Members | Rdca,200,1098,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/honours.html,200,2433,21,1,12,PARTIAL,high,122,www_rdca_com_umpires_life_members.png,"Umpire life members (1,098 chars) not separately represented."
https://www.rdca.com/veterans-annual-reports,Veterans Annual Reports | Rdca,200,938,84,0,0,0,164,,,0,0,0,0,MISSING,high,-100,www_rdca_com_veterans_annual_reports.png,84 images / 164 links of veterans annual reports. No annual-reports route exists.
https://www.rdca.com/veterans-code-of-conduct,Code of Conduct | Rdca,200,2386,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/documents.html,200,1863,21,0,0,PARTIAL,high,-22,www_rdca_com_veterans_code_of_conduct.png,"2,386 chars superseded by substitute PDF."
https://www.rdca.com/veterans-committee,Veterans Committee | Rdca,200,654,54,0,0,0,104,https://rdca-sportsweb-version2.vercel.app/committees.html,200,3365,35,0,0,PARTIAL,medium,415,www_rdca_com_veterans_committee.png,Consolidated.
https://www.rdca.com/veterans-documents,Documents | Rdca,200,1202,75,0,0,0,148,https://rdca-sportsweb-version2.vercel.app/documents.html,200,1863,21,0,0,PARTIAL,high,55,www_rdca_com_veterans_documents.png,Documents still hot-linked to Wix.
https://www.rdca.com/womens-committee,Womens Committee | Rdca,200,988,62,0,0,0,109,https://rdca-sportsweb-version2.vercel.app/committees.html,200,3365,35,0,0,PARTIAL,high,241,www_rdca_com_womens_committee.png,Committee + 5 photos consolidated without imagery.
